DOB,Height,Reach,SApM,SLpM,STANCE,Str. Acc.,Str. Def,Sub. Avg.,TD Acc.,TD Avg.,TD Def.,Weight,fighter_id,name,record
--,"6' 0""",--,0.00,0.00,Southpaw,0%,0%,0.0,0%,0.00,0%,200 lbs.,7269329bd87eb479,Christophe Leninger,3-4-0
"Dec 24, 1992","6' 0""","74""",2.90,2.05,Orthodox,40%,55%,0.0,20%,0.64,80%,205 lbs.,7279654c7674cd24,Klidson Abreu,15-4-0 (1 NC)
"Jul 27, 1983","5' 5""","67""",5.19,3.94,Orthodox,38%,56%,0.2,24%,1.09,67%,125 lbs.,729d4bd5a6cd0a97,Lauren Murphy,16-7-0
"Feb 21, 1988","5' 7""",--,2.89,1.95,Orthodox,39%,57%,0.0,18%,1.77,50%,135 lbs.,72c4b253d2f5ebf2,Roman Salazar,10-6-0 (1 NC)
"Dec 11, 1990","5' 10""","70""",2.81,3.21,Southpaw,51%,60%,0.2,38%,5.22,83%,155 lbs.,72db2a14ffa73ece,Mateusz Gamrot,26-4-0 (1 NC)
"Oct 12, 1986","6' 1""","76""",2.11,0.25,Switch,27%,43%,0.0,0%,0.00,28%,155 lbs.,72e5e5a6edfa8223,Marcos Mariano,6-6-0
"Apr 21, 1991","5' 4""","72""",3.87,2.62,Orthodox,42%,45%,1.2,28%,1.18,36%,135 lbs.,72ea1984c52019b5,Saimon Oliveira,18-7-0
"Jan 02, 2001","5' 10""","69""",3.05,2.22,Orthodox,43%,66%,0.6,53%,4.16,0%,155 lbs.,72f890c5d421e705,Matheus Camilo,11-3-0
"Jul 03, 1987","6' 3""","76""",4.79,3.85,Orthodox,46%,43%,0.0,0%,0.00,64%,205 lbs.,72ffecf712673af1,Adam Milstead,8-4-0
"Mar 18, 1980","6' 1""","76""",2.09,3.23,Southpaw,50%,64%,0.8,54%,1.53,66%,170 lbs.,7339d340aa2889cb,Kyle Noke,22-10-1
"Oct 30, 1979","5' 9""",--,1.69,0.68,Orthodox,66%,54%,7.6,0%,0.00,0%,170 lbs.,7342fcc41a4817fa,Ansar Chalangov,14-5-0
--,"6' 3""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,217 lbs.,738acab0c6934dd8,Dmitri Stepanov,0-1-0
"Mar 10, 1992","6' 4""","76""",2.33,3.94,Orthodox,54%,48%,0.0,75%,0.98,93%,240 lbs.,739fd4fbb5d862f4,Rizvan Kuniev,13-3-1 (1 NC)
"Apr 15, 1998","6' 5""","80""",4.27,2.20,Orthodox,38%,36%,0.0,0%,0.00,0%,265 lbs.,73a78713bd899f4c,Allen Frye Jr.,6-1-0
"Dec 13, 1978","5' 9""","70""",3.20,2.76,Orthodox,48%,56%,0.5,55%,1.19,74%,155 lbs.,73c7cfa551289285,BJ Penn,16-14-2
"Jun 02, 1976","6' 2""","75""",2.34,2.43,Southpaw,35%,59%,0.8,44%,0.64,62%,205 lbs.,73e09f837f3b5ecc,Rogerio Nogueira,23-10-0
"Dec 02, 1977","5' 10""",--,2.83,1.80,Orthodox,35%,50%,0.0,62%,2.50,83%,170 lbs.,73ef22f25d0f70e2,Romie Aram,7-1-0
"Nov 11, 1988","6' 0""","72""",4.14,2.87,Southpaw,35%,60%,0.5,0%,0.00,76%,145 lbs.,7413b80dbb0f8f9f,Lucas Martins,19-3-0
"Mar 24, 1993","5' 4""","63""",3.93,3.47,Orthodox,41%,51%,1.1,18%,0.93,37%,115 lbs.,7447e9f28508106a,Mackenzie Dern,16-5-0
"Apr 15, 1978","6' 0""","76""",4.77,2.17,Orthodox,55%,46%,3.3,10%,1.63,100%,205 lbs.,744e098e065cfdbe,Ricardo Romero,11-3-0
"Mar 02, 1978","6' 4""","78""",1.77,2.37,Orthodox,50%,54%,0.7,50%,1.22,32%,250 lbs.,7450525c7ba032a0,Heath Herring,28-16-0 (1 NC)
"Jul 12, 2000","5' 6""","67""",2.71,5.01,Orthodox,50%,57%,0.0,58%,2.02,50%,115 lbs.,745fa7b605f8e2da,Fatima Kline,9-1-0
"Sep 05, 2002","5' 9""","71""",2.96,4.18,Orthodox,48%,46%,1.1,53%,2.98,53%,135 lbs.,7478b7f959ba61f5,Elijah Smith,10-1-0
"Jun 03, 1998","5' 8""","69""",3.40,3.72,Orthodox,41%,59%,0.8,50%,5.50,0%,135 lbs.,74939a16c7b56f33,Juan Diaz,16-1-1
"May 23, 1969","6' 3""",--,0.00,0.00,Southpaw,0%,0%,0.0,0%,0.00,0%,260 lbs.,749685d24e2cac50,Remco Pardoel,9-6-1 (2 NC)
"Jan 12, 2001","6' 2""","75""",5.01,9.82,Southpaw,53%,58%,0.0,33%,1.47,100%,155 lbs.,7498b3ac79a3b948,Taiyilake Nueraji,12-1-0 (1 NC)
"Feb 26, 1990","6' 1""","76""",4.33,3.88,Southpaw,40%,49%,0.1,0%,0.00,58%,205 lbs.,749f572d1d3161fb,Khalil Rountree Jr.,15-7-0 (1 NC)
"May 14, 1990","6' 0""","74""",3.40,1.89,Orthodox,38%,55%,1.1,0%,0.00,33%,155 lbs.,74d35fbc9c6a61bd,Alvaro Herrera Mendoza,9-6-0
"Dec 07, 1993","6' 4""","78""",4.23,3.24,Orthodox,40%,49%,0.2,47%,1.59,75%,205 lbs.,74f9448b97bf8bec,Da Woon Jung,15-6-1
--,"6' 1""",--,0.00,0.00,Southpaw,0%,0%,0.0,0%,0.00,0%,210 lbs.,74fefd43f073cd2f,Joe Pardo,4-6-0
"Mar 26, 1988","5' 11""","72""",6.55,4.41,Orthodox,37%,54%,0.1,29%,0.34,77%,145 lbs.,751de04455cfaac0,Calvin Kattar,23-10-0
"Jul 30, 2000","5' 7""","70""",1.35,1.61,Orthodox,45%,57%,0.8,41%,5.29,25%,125 lbs.,75353550928a7921,Muhammad Mokaev,13-0-0 (1 NC)
"Apr 13, 1992","5' 7""","68""",2.57,2.79,Orthodox,47%,57%,0.0,0%,0.00,33%,115 lbs.,7559395ad833c074,Miranda Granger,7-3-0
"Mar 15, 1982","5' 5""","65""",2.11,1.94,Orthodox,44%,55%,0.0,31%,1.72,70%,115 lbs.,75a6a390fd5dca46,Juliana Lima,9-5-0
"Aug 05, 1982","6' 2""","74""",3.81,1.44,Switch,42%,55%,0.0,0%,0.00,75%,253 lbs.,75afb06215a07341,Dmitrii Smoliakov,9-3-0
"Aug 07, 1982","6' 1""",--,6.19,1.53,Orthodox,33%,39%,3.3,66%,2.18,0%,185 lbs.,75bbd2206a15319f,Edwin DeWees,38-17-0 (1 NC)
"Jul 14, 1979","5' 10""","72""",2.65,2.04,Orthodox,34%,60%,1.9,33%,2.46,42%,155 lbs.,75e0d3cc2262b732,Shane Roller,11-7-0
"Oct 07, 1983","5' 10""","71""",2.51,1.95,Southpaw,31%,63%,0.8,53%,4.08,92%,155 lbs.,75e5fec9f72910ef,Gleison Tibau,33-14-0
"Feb 18, 1976","6' 1""","73""",2.02,1.58,Orthodox,37%,46%,0.0,44%,1.28,43%,225 lbs.,75f871836d41f90f,Justin McCully,11-5-2
"Jun 04, 1991","5' 8""","68""",5.17,3.97,Southpaw,46%,44%,0.3,36%,2.28,53%,125 lbs.,760a55d5b6098cbe,Carlos Candelario,8-3-0
"May 18, 1989","5' 10""","73""",7.44,6.56,Orthodox,46%,51%,0.0,31%,1.11,73%,155 lbs.,764342d39cdaa54a,Frank Camacho,22-10-0
"Aug 28, 1976","6' 2""",--,11.80,0.98,Southpaw,20%,29%,0.0,0%,0.00,0%,235 lbs.,7649c4c95b824488,Josh Hendricks,19-11-0 (1 NC)
"Mar 30, 1995","6' 1""","74""",2.61,3.10,Southpaw,59%,54%,0.4,43%,3.01,87%,250 lbs.,764d39074a352e33,Thomas Petersen,11-4-0
"Aug 07, 1983","5' 7""","69""",4.01,2.79,Southpaw,25%,60%,0.0,0%,0.00,80%,155 lbs.,76729a829623e266,Henry Martinez,9-4-0
"Jun 02, 1992","6' 6""","79""",2.17,6.10,Orthodox,64%,63%,0.0,100%,0.29,66%,185 lbs.,7674b836ce0698a0,Yousri Belgaroui,10-3-0
"May 01, 1994","6' 2""","75""",2.98,4.01,Orthodox,54%,52%,1.4,58%,5.32,87%,185 lbs.,767755fd74662dbf,Khamzat Chimaev,15-1-0
"Feb 12, 1980","6' 0""","72""",1.18,2.46,Orthodox,41%,81%,0.0,71%,1.32,70%,240 lbs.,7691a80e6ca3e55b,Jon Madsen,8-2-0
"Aug 17, 1982","5' 9""","66""",8.41,7.56,Orthodox,40%,51%,0.0,0%,0.00,62%,135 lbs.,76984112f697631f,Leslie Smith,10-7-1
"Feb 11, 1994","5' 7""","72""",2.80,3.91,Orthodox,47%,61%,0.2,52%,4.78,61%,145 lbs.,76e2870ffafbe38f,Movsar Evloev,20-0-0
"Oct 11, 1983","5' 10""","73""",2.63,3.43,Orthodox,55%,55%,1.5,50%,2.50,40%,185 lbs.,76ee3d666c648f6b,Charles Byrd,10-7-0
--,"5' 9""",--,3.33,2.20,Orthodox,35%,48%,2.0,75%,3.00,25%,170 lbs.,771b60ff889661c8,Mark Scanlon,9-2-0
"Nov 15, 1982","5' 4""",--,2.32,1.68,,48%,57%,0.6,63%,4.19,50%,115 lbs.,77350fd0e6d1dba8,Lisa Ellis,15-11-0
"Apr 06, 1994","5' 10""","73""",5.18,4.39,Switch,45%,56%,0.3,0%,0.00,73%,135 lbs.,773f7feacf96153e,Benito Lopez,10-2-0
"Nov 15, 1975","6' 1""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,170 lbs.,775bad6d700d2302,David Roberts,5-8-0
"Apr 14, 1987","5' 8""","70""",3.00,3.33,Orthodox,42%,58%,0.0,41%,1.92,70%,145 lbs.,776a58a67665a171,Nad Narimani,12-4-0
"Nov 13, 1996","5' 9""","71""",12.83,9.28,Switch,43%,42%,0.0,0%,0.00,100%,170 lbs.,776d4262c4da38bf,Pete Rodriguez,5-2-0
"Jan 08, 1992","5' 11""","72""",4.22,3.53,Orthodox,45%,54%,0.0,15%,0.61,75%,155 lbs.,7772b283d288dbe2,Guram Kutateladze,13-5-0
"Aug 15, 1985","6' 0""","73""",4.09,4.87,Orthodox,37%,61%,0.0,40%,1.33,96%,155 lbs.,777dea713da2441d,Valmir Lazaro,15-5-0
"Dec 12, 1989","6' 0""","74""",3.44,3.32,Orthodox,39%,61%,0.0,39%,1.46,83%,185 lbs.,77d7295d1b22c694,Alessio Di Chirico,13-7-0
"May 14, 1979","5' 6""","67""",2.59,2.65,Orthodox,40%,64%,0.8,30%,1.54,58%,135 lbs.,78114b7199cef90c,Urijah Faber,35-11-0
"Jan 03, 1995","5' 10""","73""",3.86,5.48,Orthodox,52%,42%,1.4,21%,0.68,46%,155 lbs.,7826923b47f8d72a,Paddy Pimblett,24-4-0
--,"6' 0""",--,1.99,0.17,Orthodox,10%,57%,2.5,40%,4.97,100%,235 lbs.,782a2a17d3e38fdf,Keigo Kunihara,3-2-0
"Jul 12, 1994","5' 8""","72""",3.25,3.74,Orthodox,46%,44%,0.2,44%,1.99,69%,145 lbs.,7832f2f62f04178f,Tucker Lutz,12-4-0
"Jan 21, 1987","6' 0""","71""",3.19,3.99,Orthodox,59%,55%,0.0,28%,1.36,82%,155 lbs.,784285b7ae7dd85f,Shane Campbell,14-6-0
"Apr 12, 1990","6' 4""","81""",2.31,5.40,Orthodox,61%,60%,0.6,23%,0.66,47%,247 lbs.,787bb1f087ccff8a,Ciryl Gane,14-2-0 (1 NC)
"Jun 15, 1989","6' 0""","75""",6.11,1.11,Southpaw,66%,4%,0.0,0%,0.00,0%,265 lbs.,78863e4a28204a6b,Justin Frazier,10-3-0
"Nov 25, 1994","6' 1""","74""",4.89,1.35,Southpaw,40%,38%,0.0,0%,0.00,0%,205 lbs.,78a68f1dade6aaf7,Fabio Cherant,7-4-0
"Aug 05, 1981","6' 1""",--,2.47,2.47,Orthodox,42%,69%,0.0,100%,0.65,0%,251 lbs.,78d48d3874dacafd,Azunna Anyanwu,14-5-0
"Oct 15, 1986","5' 11""","74""",4.45,4.18,Orthodox,48%,46%,0.7,0%,0.00,57%,155 lbs.,78e501478a36a018,Khama Worthy,16-9-0
"Mar 07, 1989","5' 5""","67""",2.57,2.64,Orthodox,32%,64%,0.3,16%,0.56,43%,135 lbs.,78f485f851891d68,Journey Newson,10-5-0 (1 NC)
"Feb 11, 1995","5' 8""","72""",2.28,2.38,Orthodox,50%,43%,1.2,67%,3.23,57%,145 lbs.,791c8437b341fba5,Joanderson Brito,19-5-1
"Dec 07, 1993","5' 7""","70""",3.64,3.84,Orthodox,44%,59%,0.4,39%,1.36,65%,125 lbs.,792be9a24df82ed6,Brandon Moreno,23-10-2
"Jul 18, 1988","6' 0""","76""",3.57,2.90,Orthodox,51%,44%,0.0,27%,1.12,50%,170 lbs.,79325a3c1a5c3bf4,Andreas Michailidis,13-6-0
"Jun 15, 1982","5' 7""","70""",2.44,2.05,Orthodox,44%,60%,2.2,44%,2.75,39%,145 lbs.,79899ecf62020f6d,Joe Stevenson,33-16-0
"Oct 25, 1993","5' 8""","67""",3.50,3.83,Orthodox,45%,50%,0.2,21%,1.56,65%,125 lbs.,798e48f9e7f6ba22,Carlos Hernandez,10-5-0
"Jul 29, 1992","5' 5""","65""",3.04,3.65,Southpaw,40%,64%,0.5,0%,0.00,100%,125 lbs.,79cb2a690b9ba5e8,Zarrukh Adashev,4-4-0
"Jul 05, 1979","5' 10""","72""",2.91,2.10,Orthodox,39%,54%,1.2,38%,1.85,70%,155 lbs.,7a15f3694c5cbc02,John Alessio,35-17-0 (2 NC)
"Apr 14, 1969","5' 9""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,185 lbs.,7a359ef685a304a7,Amaury Bitetti,5-2-0
"Sep 11, 1982","5' 11""","71""",4.10,2.23,Orthodox,39%,59%,0.0,17%,0.75,90%,170 lbs.,7a39bbac8cc0fa70,Gasan Umalatov,17-4-2
"Aug 10, 1993","5' 8""","74""",4.93,1.60,Orthodox,35%,36%,0.0,100%,1.92,50%,170 lbs.,7a47e068f8017019,Val Woodburn,7-2-0
"Jun 14, 1986","5' 9""","75""",6.55,3.36,Orthodox,47%,36%,0.0,0%,0.00,35%,261 lbs.,7a5e8c94a86f9895,Chris Barnett,23-10-0
"Apr 08, 1981","5' 9""",--,3.37,1.80,Orthodox,27%,68%,0.5,0%,0.00,0%,155 lbs.,7a613f78dd7ee8f8,Bernardo Magalhaes,13-4-0
"Dec 07, 1979","6' 1""","72""",2.83,2.53,Orthodox,47%,62%,1.3,39%,2.57,57%,185 lbs.,7a703c565ccaa18f,Jacare Souza,26-10-0 (1 NC)
"Jun 20, 1988","5' 10""","73""",3.09,4.21,Southpaw,49%,62%,0.7,68%,0.54,64%,145 lbs.,7aa3d6964eff4877,Alex Caceres,21-15-0 (1 NC)
"Jul 01, 1976","5' 9""",--,2.19,1.98,Orthodox,37%,70%,0.3,100%,0.27,88%,183 lbs.,7aa88401f93ce836,Amar Suloev,24-7-0
"Aug 24, 1990","5' 9""","74""",4.38,6.01,Southpaw,64%,61%,3.8,60%,5.64,100%,185 lbs.,7ab478c397cd68ef,Aliaskhab Khizriev,14-0-0 (1 NC)
"Dec 23, 1978","5' 10""","71""",1.85,1.29,Orthodox,33%,61%,1.5,32%,2.34,20%,155 lbs.,7abe471b61725980,Fabricio Camoes,14-9-1
"Sep 20, 1993","6' 0""","74""",4.55,4.74,Southpaw,45%,56%,0.4,43%,1.41,68%,185 lbs.,7acbb0972e75281a,Marvin Vettori,19-10-1
"Apr 30, 1999","5' 8""","71""",3.75,2.70,Orthodox,50%,51%,1.1,46%,4.80,42%,135 lbs.,7af33fc4435017f1,Brady Hiestand,9-2-0
"Aug 04, 1988","6' 0""","73""",1.90,0.53,Orthodox,26%,51%,7.4,16%,0.53,33%,155 lbs.,7b143a54451263d9,Paul Sass,14-2-0
"Mar 10, 1990","5' 11""","71""",1.88,1.28,Southpaw,48%,53%,0.8,30%,1.75,69%,155 lbs.,7b310409440c9102,Zhang Lipeng,23-9-1
"Jan 24, 1989","6' 1""","73""",6.71,1.57,Southpaw,31%,30%,7.9,16%,1.57,33%,145 lbs.,7b3503352cd53abb,Westin Wilson,17-10-0
"Jun 12, 1986","6' 5""",--,6.82,7.73,,45%,49%,0.0,0%,0.00,50%,205 lbs.,7b39035fae7268b8,Matt Van Buren,7-6-0
"Dec 19, 1991","5' 6""","64""",4.75,4.81,Orthodox,52%,50%,0.0,34%,1.86,61%,135 lbs.,7b433309b0fd12aa,Brad Katona,16-5-0
--,"5' 9""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,170 lbs.,7b6ce3a9460565b5,Valeri Ignatov,1-2-0
"May 03, 1972","5' 10""",--,2.32,1.62,Southpaw,36%,47%,0.0,66%,0.75,75%,170 lbs.,7b6e40a73b567072,Shonie Carter,51-31-7 (1 NC)
"Jun 10, 1967","5' 7""",--,1.40,0.20,Orthodox,25%,47%,0.0,12%,2.00,0%,155 lbs.,7b9aa973e5c04624,Eddie Ruiz,1-1-0
"Jan 18, 1981","5' 8""",--,5.60,2.40,Orthodox,35%,42%,0.0,20%,1.50,100%,170 lbs.,7bc475b0fc2020ab,Luis Ramos,20-10-2
"Feb 20, 1981","6' 3""","74""",5.44,5.61,Orthodox,59%,45%,1.7,28%,1.67,0%,205 lbs.,7bc96507e4b38d3b,Cody Donovan,8-5-0
"Oct 13, 1986","5' 8""","68""",2.82,3.05,Orthodox,49%,35%,6.1,0%,0.00,50%,135 lbs.,7bd94b60d7521e4a,John Albert,6-5-0
"May 28, 1989","5' 9""","70""",2.36,3.42,Orthodox,51%,58%,0.0,100%,0.48,61%,145 lbs.,7bde387d50829adf,Eduardo Garagorri,13-2-0
"Aug 19, 1986","5' 6""","66""",4.59,3.31,Switch,41%,54%,0.7,41%,1.68,60%,135 lbs.,7be14eaed4c74856,Brian Kelleher,24-16-0
"Dec 16, 1987","6' 0""","72""",2.50,1.74,Switch,34%,67%,2.5,25%,2.50,14%,155 lbs.,7be63795363029e8,Cody McKenzie,16-10-0
"Sep 24, 1980","5' 6""","66""",1.92,2.26,Orthodox,46%,47%,0.5,65%,4.38,50%,135 lbs.,7be74a12d7352df2,Sara McMann,13-6-0
"Sep 11, 1977","5' 10""",--,2.03,1.49,Southpaw,33%,65%,0.0,50%,4.06,0%,185 lbs.,7c0847d3854a95f2,Sean Salmon,18-21-0
"Jan 06, 1981","6' 0""","73""",3.71,4.24,Southpaw,43%,64%,0.0,43%,2.17,70%,185 lbs.,7c35f869033901ae,Riki Fukuda,24-9-0 (1 NC)
"Oct 07, 1989","5' 10""","71""",2.50,2.16,Southpaw,41%,50%,1.2,43%,3.03,41%,125 lbs.,7c3c48cf54a2848e,Yuta Sasaki,21-6-2
"Nov 18, 1982","6' 2""","78""",2.63,1.93,Orthodox,38%,50%,0.9,68%,2.00,81%,185 lbs.,7c6e87729e824ef4,Ildemar Alcantara,21-11-0
"Dec 02, 1992","5' 8""","70""",5.34,4.18,Switch,47%,50%,0.8,39%,0.47,71%,135 lbs.,7c7332319c14094c,Marlon Vera,23-12-1
"Apr 01, 1993","5' 6""","69""",7.63,5.10,Orthodox,36%,52%,0.0,25%,1.50,100%,135 lbs.,7c9c6a884be167fe,Jin Soo Son,9-4-0
"Dec 05, 1991","6' 0""","73""",4.35,4.78,Southpaw,64%,46%,0.4,10%,0.41,66%,155 lbs.,7c9f96f9a6a5cd50,Brok Weaver,15-6-0
--,--,--,0.00,0.00,,0%,0%,0.0,0%,0.00,0%,--,7ca4c3f8aa8bacae,Paulo Santos,0-3-0
"Mar 09, 1988","5' 9""","70""",3.65,4.25,Orthodox,55%,49%,0.0,26%,1.49,69%,155 lbs.,7cbf7c78d3b34218,Drakkar Klose,16-3-1
"May 13, 1983","5' 11""","73""",1.98,2.02,Orthodox,47%,62%,1.2,35%,2.89,37%,155 lbs.,7cdd3e5d3aa9cb39,Yan Cabral,13-3-0
"Apr 13, 1994","6' 1""","73""",4.32,3.25,Orthodox,38%,50%,0.0,0%,0.00,50%,170 lbs.,7cec3c4a5e7b6d68,Daniel Frunza,9-4-0
"Oct 04, 1978","6' 0""",--,2.36,1.13,Orthodox,35%,48%,0.7,53%,2.67,12%,145 lbs.,7cf20446453f852b,Milton Vieira,13-8-2
"Jan 08, 1983","6' 2""",--,2.97,3.10,Orthodox,34%,62%,0.0,0%,0.00,27%,155 lbs.,7d09200f6a77b20e,Colin Fletcher,14-8-0
"Jan 31, 1997","5' 4""","63""",3.93,4.37,Orthodox,40%,59%,0.0,50%,0.84,100%,125 lbs.,7d0a1968b38ca439,Ramazan Temirov,19-3-0
"Mar 31, 1976","5' 9""","72""",2.29,1.43,Southpaw,37%,60%,1.1,42%,1.72,25%,155 lbs.,7d21de9c6d7c98b2,Rich Clementi,45-23-1
"Jun 23, 1981","6' 1""","74""",1.80,1.87,Orthodox,42%,49%,2.6,100%,1.06,35%,170 lbs.,7d3caf0f96f1b33d,Nick Thompson,38-14-1
"Jun 25, 1993","5' 7""","69""",5.66,4.40,Orthodox,49%,46%,0.2,46%,1.11,59%,135 lbs.,7d420039bbfe7c1a,Aoriqileng,26-13-0 (1 NC)
--,"6' 0""",--,0.00,0.00,,0%,0%,0.0,0%,0.00,0%,210 lbs.,7d5b12de1625984e,Scott Baker,1-1-0
"Apr 21, 1998","5' 11""","73""",4.95,7.48,Switch,54%,50%,0.0,40%,1.51,50%,145 lbs.,7d6ceff6747f2de2,Jose Delgado,11-2-0
"Aug 07, 1990","6' 3""","78""",3.95,4.28,Orthodox,38%,52%,0.0,0%,0.00,75%,239 lbs.,7d8435c56043b0ae,Ante Delija,26-8-0
"May 09, 1979","5' 9""","70""",2.64,1.92,Orthodox,32%,66%,0.7,47%,2.91,81%,155 lbs.,7d96bc577e5178b2,Gray Maynard,13-7-1 (1 NC)
"Dec 16, 1982","5' 10""","72""",2.14,1.80,Southpaw,38%,65%,0.4,80%,0.83,81%,155 lbs.,7dcf06c1967801c1,Adriano Martins,28-9-0
"May 30, 1988","5' 3""","64""",2.86,2.27,Orthodox,41%,55%,1.4,39%,3.13,72%,115 lbs.,7dda2cf308f24a02,Virna Jandiroba,23-4-0
"Apr 26, 1996","5' 8""","70""",3.71,3.67,Orthodox,43%,56%,0.6,55%,3.14,85%,135 lbs.,7debc13b36343605,Cristian Quinonez,19-5-0
"Mar 26, 1990","6' 0""","74""",3.95,3.42,Orthodox,37%,51%,1.6,33%,2.37,100%,170 lbs.,7dfb56f24fe5ddea,Bobby Nash,8-4-0
"Feb 23, 1978","6' 2""","75""",5.92,0.85,Orthodox,37%,22%,2.3,16%,0.75,33%,247 lbs.,7e208569469c8bc8,Ruan Potts,11-6-0
"Aug 21, 1982","5' 9""","73""",3.10,2.23,Orthodox,46%,58%,0.7,7%,0.36,53%,185 lbs.,7e47047d0971d566,Daniel Sarafian,10-6-0
"May 13, 1986","6' 1""","75""",3.25,2.33,Orthodox,56%,59%,0.0,75%,1.73,100%,245 lbs.,7e511f8d842a109d,Arjan Bhullar,9-1-0
"May 25, 1977","5' 10""","73""",3.59,4.55,Orthodox,35%,65%,0.7,50%,0.93,76%,170 lbs.,7e69a4b0961aa555,Brad Blackburn,18-13-1 (1 NC)
"Jan 21, 1995","6' 7""","80""",3.54,2.19,Orthodox,58%,40%,1.9,0%,0.00,50%,205 lbs.,7e9b36a9847db116,Kevin Christian,9-4-0
"Nov 29, 1984","5' 9""","70""",3.05,4.40,Orthodox,49%,54%,0.2,57%,0.67,89%,155 lbs.,7ea1f74cef32f906,Rashid Magomedov,20-2-0
"Oct 08, 1981","5' 8""","70""",3.16,4.07,Orthodox,41%,68%,0.6,63%,1.01,68%,135 lbs.,7ea4a9f07df33a45,Francisco Rivera,11-7-0 (1 NC)
"Sep 08, 1995","6' 1""","77""",3.41,2.51,Orthodox,56%,39%,1.9,35%,5.79,66%,185 lbs.,7eaa5e31c2dd86aa,Nick Klein,6-3-0
"Aug 17, 1993","6' 1""","78""",4.30,4.41,Switch,54%,47%,0.0,100%,0.18,77%,170 lbs.,7ee0fd831c0fe7c3,Carlos Prates,24-7-0
"Nov 04, 1982","6' 2""","74""",3.30,3.45,Orthodox,43%,43%,0.0,26%,1.13,42%,230 lbs.,7f0b4a75ef3039a3,Eddie Sanchez,15-8-0
"Jan 25, 1995","6' 0""","76""",4.35,2.91,Orthodox,36%,43%,0.0,50%,0.38,60%,170 lbs.,7f0f171414d0a287,Zelim Imadaev,8-3-0
"Feb 02, 1995","5' 7""","70""",4.25,2.75,Southpaw,27%,52%,0.2,31%,3.50,85%,125 lbs.,7f1bf0c255ec8756,Azat Maksum,15-3-0
"Mar 29, 1991","5' 7""","67""",3.89,3.27,Southpaw,44%,51%,0.6,48%,3.82,56%,125 lbs.,7f6ed67d3ed3c036,Cody Durden,18-11-1
"Dec 30, 1986","6' 0""","74""",3.06,1.72,Southpaw,40%,50%,0.0,0%,0.00,22%,205 lbs.,7f6ef4e1227600bc,Wagner Prado,12-3-0 (1 NC)
"Sep 02, 1981","6' 0""","72""",2.80,3.96,Orthodox,47%,59%,0.0,78%,2.18,62%,185 lbs.,7f955f71fa2ce7ac,Alessio Sakara,19-11-0 (2 NC)
"Mar 15, 1978","6' 3""",--,4.03,0.48,Orthodox,30%,41%,1.2,57%,4.84,44%,205 lbs.,7f9f528cb72a6ed1,Travis Wiuff,75-21-0 (1 NC)
"Jun 19, 1993","5' 7""","66""",3.17,2.49,Orthodox,47%,56%,0.7,7%,0.34,0%,145 lbs.,7facc9c45d792985,Kaan Ofli,15-4-1
"Oct 28, 1979","6' 2""","76""",4.43,3.73,Orthodox,49%,51%,0.9,33%,2.11,60%,205 lbs.,7ff97850e8c32bda,Glover Teixeira,33-9-0
"Aug 11, 1995","6' 2""","74""",2.27,0.67,Switch,32%,38%,0.0,0%,0.00,54%,155 lbs.,803bebcfb6d6f506,Alex Gorgees,6-1-0
"Feb 02, 1997","5' 6""","68""",4.20,4.97,Orthodox,56%,53%,0.5,37%,1.50,62%,115 lbs.,8061a3136026a673,Jeisla Chaves,8-0-0
"Sep 08, 1986","6' 6""","81""",2.46,2.82,Orthodox,34%,46%,2.2,66%,3.26,50%,260 lbs.,80779d7441af1b52,Christian Morecraft,8-3-0
"Sep 15, 1994","5' 10""","73""",4.07,6.83,Switch,55%,42%,1.8,42%,3.27,72%,155 lbs.,809bd1a871491508,Terrance McKinney,18-9-0
"Feb 15, 1973","5' 6""",--,2.10,1.17,Switch,30%,56%,0.7,0%,0.00,14%,155 lbs.,80c0bed43da0e27b,David Baron,17-4-1
"Feb 14, 1995","5' 7""","68""",3.39,2.90,Orthodox,37%,45%,0.8,33%,1.85,68%,125 lbs.,80d8aed0ca9b00f3,Montana De La Rosa,13-9-1
"May 08, 1978","5' 7""","69""",2.01,2.04,Orthodox,44%,50%,1.1,48%,3.63,63%,145 lbs.,80d918336163b80c,Tatsuya Kawajiri,36-11-2
"Sep 02, 1989","5' 6""","67""",3.18,3.45,Orthodox,35%,61%,0.3,22%,0.54,70%,135 lbs.,80daefbed11ce998,Alejandro Perez,23-9-1
"Mar 13, 1983","5' 6""","70""",6.55,4.52,Orthodox,37%,59%,0.2,18%,0.18,60%,135 lbs.,80dbeb1dd5b53e64,Nam Phan,21-17-0
"Oct 17, 1977","6' 0""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,199 lbs.,80e6d71e14c1d356,Joe Slick,16-5-3
"Jul 31, 1984","5' 4""","65""",2.67,3.52,Southpaw,34%,61%,0.6,30%,1.41,62%,125 lbs.,80eacd4da0617c57,Joseph Benavidez,28-8-0
